dataset,sample_id,stage,stage_enabled,stage_used_as_decoder_skip,R_high_low,R_high_residual,R_high_high_raw,R_high_high_hat,low_fg_bg,residual_fg_bg,high_raw_fg_bg,gate_fg_bg,high_hat_fg_bg,gate_fg_minus_bg,pred_iou,pred_has_false_alarm
NUDT-SIRST,000286,4,1,0,0.5855923891,0.7008351088,0.7308809757,0.5724580288,0.6138834953,1.576505303,1.824115992,0.9232272506,1.278774381,-0.04638016224,0.9298245907,0
NUDT-SIRST,001280,1,1,1,0.5785140395,0.7209742665,0.8098443747,0.8098443747,4.256448746,4.452259064,3.399366617,nan,3.399366617,nan,0.9393939376,0
NUDT-SIRST,001280,2,1,1,0.8343736529,0.8165679574,0.7916880846,0.7928360105,0.9375045896,2.169791698,3.985674858,1.184174776,3.607227087,0.1154702902,0.9393939376,0
NUDT-SIRST,001280,3,1,0,0.6367070079,0.6709446907,0.7245252728,0.7314125896,1.111587763,2.115638256,3.484495401,0.8844056726,3.443728685,-0.07071506977,0.9393939376,0
NUDT-SIRST,001280,4,1,0,0.2434926033,0.3034866154,0.4226336777,0.3939505219,1.042973161,1.075322032,1.557127357,1.062601447,1.493153095,0.03149145842,0.9393939376,0
NUDT-SIRST,000167,1,1,1,0.6237761378,0.656059742,0.7098504901,0.7098504901,1.824882269,5.154508114,3.687915802,nan,3.687915802,nan,0.9787234068,0
NUDT-SIRST,000167,2,1,1,0.8145694733,0.795928359,0.6986222267,0.6928467155,4.861523628,4.525756836,4.845057487,1.233175278,4.391919613,0.1405787468,0.9787234068,0
NUDT-SIRST,000167,3,1,0,0.68495363,0.6520602703,0.7155544162,0.7159284949,0.5682717562,0.8050888777,1.998018503,1.052990079,1.977662325,0.02552226186,0.9787234068,0
NUDT-SIRST,000167,4,1,0,0.6604095101,0.5871881247,0.6517422795,0.4944352806,0.7501701713,1.247496486,1.33931911,0.8677576184,1.080898643,-0.07512810826,0.9787234068,0
NUDT-SIRST,000332,1,1,1,0.6077574492,0.722628355,0.7930802703,0.7930802703,5.975164413,12.51471806,7.998738766,nan,7.998738766,nan,1,0
NUDT-SIRST,000332,2,1,1,0.8482425213,0.8329741955,0.8012998104,0.794369638,2.492577314,4.141309261,4.73852396,1.027340651,3.891554832,0.01748865843,1,0
NUDT-SIRST,000332,3,1,0,0.7330567241,0.7216854692,0.6292939782,0.6007611752,0.6342983842,0.877063334,1.118470192,0.8854416609,1.034612417,-0.0636433363,1,0
