dataset,sample_id,stage,stage_enabled,stage_used_as_decoder_skip,R_high_low,R_high_residual,R_high_high_raw,R_high_high_hat,R_high_high_for_fusion,low_fg_bg,residual_fg_bg,high_raw_fg_bg,gate_fg_bg,high_hat_fg_bg,high_for_fusion_fg_bg,gate_fg_minus_bg,block_fusion_high_source,pred_iou,pred_has_false_alarm
NUAA-SIRST,Misc_331,2,1,1,0.7836354971,0.7711654305,0.761341393,0.7621596456,0.761341393,5.887014389,4.97151947,5.142735481,1.109320164,5.362039566,5.142735481,0.06552320719,high_raw,0.6666666865,0
NUAA-SIRST,Misc_331,3,1,0,0.4705358446,0.4200934172,0.4902260005,0.5080532432,0.4902260005,0.645334065,1.013429284,1.224434257,1.218645096,1.32536006,1.224434257,0.1235114932,high_raw,0.6666666865,0
NUAA-SIRST,Misc_331,4,1,0,0.3279697299,0.3040101528,0.2841689587,0.2526941299,0.2841689587,1.260431409,1.223219037,1.207507253,0.9593903422,1.179124355,1.207507253,-0.0224083066,high_raw,0.6666666865,0
NUAA-SIRST,Misc_69,1,1,1,0.5919603109,0.6862484217,0.6862484217,0.6862484217,0.6862484217,1.783534884,4.674151421,4.674151421,nan,4.674151421,4.674151421,nan,stage1,0.7954545617,0
NUAA-SIRST,Misc_69,2,1,1,0.8762419224,0.8520520926,0.8404249549,0.8346660733,0.8404249549,2.324264288,2.421201706,2.831777096,1.044852018,2.754547358,2.831777096,0.027377069,high_raw,0.7954545617,0
NUAA-SIRST,Misc_69,3,1,0,0.6840813756,0.6247234344,0.6565249562,0.6361801624,0.6565249562,0.8361203671,1.096383095,1.320483327,1.024896383,1.232654572,1.320483327,0.01394504309,high_raw,0.7954545617,0
NUAA-SIRST,Misc_69,4,1,0,0.571020484,0.6689832807,0.6645432711,0.6251260042,0.6645432711,1.111516595,0.8622217774,0.884436965,1.093488455,0.9393911958,0.884436965,0.05128329992,high_raw,0.7954545617,0
NUAA-SIRST,Misc_186,1,1,1,0.548247695,0.6096947789,0.6096947789,0.6096947789,0.6096947789,3.83822298,19.64452362,19.64452362,nan,19.64452362,19.64452362,nan,stage1,0.6499999762,0
NUAA-SIRST,Misc_186,2,1,1,0.8198990226,0.8018108606,0.8051872849,0.8026628494,0.8051872849,5.208233356,4.397286415,4.621835709,1.074705243,4.743155479,4.621835709,0.04417479038,high_raw,0.6499999762,0
NUAA-SIRST,Misc_186,3,1,0,0.5971847177,0.4836774766,0.5154553056,0.529856503,0.5154553056,0.8157765269,1.19419539,1.354249239,1.205420732,1.458070993,1.354249239,0.1152902842,high_raw,0.6499999762,0
NUAA-SIRST,Misc_186,4,1,0,0.4112136364,0.3973583877,0.3629160821,0.3174130321,0.3629160821,1.288350344,1.257674336,1.21774745,0.9370354414,1.168399215,1.21774745,-0.03550344706,high_raw,0.6499999762,0
NUAA-SIRST,Misc_294,1,1,1,0.5983228087,0.7083098292,0.7083098292,0.7083098292,0.7083098292,1.706508875,10.2547226,10.2547226,nan,10.2547226,10.2547226,nan,stage1,0.4761904776,0
NUAA-SIRST,Misc_294,2,1,1,0.837463975,0.8277663589,0.8278240561,0.8211472631,0.8278240561,4.961240292,4.51647377,5.1067276,1.082733154,4.960576534,5.1067276,0.04927206039,high_raw,0.4761904776,0
NUAA-SIRST,Misc_294,3,1,0,0.4124650061,0.3580646515,0.3533704281,0.357401222,0.3533704281,0.7189468741,0.9464031458,1.062783718,1.084157944,1.115919232,1.062783718,0.0542178154,high_raw,0.4761904776,0
